Laddningstidpunkt,Material,Tilläggstjänst per produkt,Kundens beställningsdatum,Verklig vikt,Försäljningsdokument,Enhet för längd/bredd/höjd,Företag,Fraktdragande vikt,Inhämtande terminal,Inlämningsperiod,Inlämningsställe,Summa nettoomsättning SD (inkl avgift),Valutakod,Villkorsdelsumma 3 ur kalkylschema,SD-dokumentets valuta,Kollinummer,Referensdokumentnummer,Försäljningskvantitet (st),Från Land,Till Land,Paketvikt,Räkenskapsår/period,Från Postnummer,Till Postnummer,Inhämtningsterminal,s_ord_item,samtaxering,Terminalavgift,Fakt tillägg/avgift,Drivmedels- och svaveltillägg,Kundnummer uppdragsgivare,spridande terminal,Viktenhet,Viktklass (taxerad vikt),Volymer i kubikmeter,Volymvikt (baserat på avtal),Avstånd Km,Sändnings ID,Bredd,Höjd,Längd,Kollislag,Prisgrupp
07Dec2019 15:45:00,000000000001001029,,2019-10-02,8.220,1510950371,M,F091,19.880,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445129,7501465047,1,SE,SE,0000000020,201910,20210,20502,,003460,N,0.00,0.00,0.00,0020689885,,KG,8,0.071,8.220,00000,,0.390,0.310,0.590,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,9.200,1510950371,M,F091,14.560,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445136,7501465047,1,SE,SE,0000000015,201910,20210,20502,,003470,N,0.00,0.00,0.00,0020689885,,KG,9,0.052,9.200,00000,,0.410,0.240,0.530,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.680,1510950371,M,F091,9.240,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445143,7501465047,1,SE,SE,0000000010,201910,20210,20502,,003480,N,0.00,0.00,0.00,0020689885,,KG,3,0.033,2.680,00000,,0.340,0.270,0.360,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.680,1510950371,M,F091,9.240,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445150,7501465047,1,SE,SE,0000000010,201910,20210,20502,,003490,N,0.00,0.00,0.00,0020689885,,KG,3,0.033,2.680,00000,,0.340,0.270,0.360,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.680,1510950371,M,F091,8.960,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445167,7501465047,1,SE,SE,0000000009,201910,20210,20502,,003500,N,0.00,0.00,0.00,0020689885,,KG,3,0.032,2.680,00000,,0.330,0.270,0.360,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.840,1510950371,M,F091,15.120,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445174,7501465047,1,SE,SE,0000000016,201910,20210,20502,,003510,N,0.00,0.00,0.00,0020689885,,KG,6,0.054,5.840,00000,,0.390,0.240,0.580,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,6.160,1510950371,M,F091,11.200,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445181,7501465047,1,SE,SE,0000000012,201910,20210,20502,,003520,N,0.00,0.00,0.00,0020689885,,KG,6,0.040,6.160,00000,,0.390,0.190,0.540,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.300,1510950371,M,F091,1.300,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445198,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003530,N,0.00,0.00,0.00,0020689885,,KG,1,0.003,1.300,00000,,0.150,0.100,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.280,1510950371,M,F091,1.280,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445204,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003540,N,0.00,0.00,0.00,0020689885,,KG,1,0.003,1.280,00000,,0.150,0.100,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.300,1510950371,M,F091,1.300,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445211,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003550,N,0.00,0.00,0.00,0020689885,,KG,1,0.003,1.300,00000,,0.150,0.100,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.620,1510950371,M,F091,1.620,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445228,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003560,N,0.00,0.00,0.00,0020689885,,KG,2,0.003,1.620,00000,,0.150,0.100,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.280,1510950371,M,F091,1.280,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445235,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003570,N,0.00,0.00,0.00,0020689885,,KG,1,0.003,1.280,00000,,0.150,0.100,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.300,1510950371,M,F091,1.300,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445242,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003580,N,0.00,0.00,0.00,0020689885,,KG,1,0.003,1.300,00000,,0.150,0.100,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.280,1510950371,M,F091,1.280,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445259,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003590,N,0.00,0.00,0.00,0020689885,,KG,1,0.003,1.280,00000,,0.150,0.100,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.300,1510950371,M,F091,1.300,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445266,7501465047,1,SE,SE,0000000002,201910,20210,20502,,003600,N,0.00,0.00,0.00,0020689885,,KG,1,0.004,1.300,00000,,0.150,0.110,0.230,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,7.000,1510950371,M,F091,7.280,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445273,7501465047,1,SE,SE,0000000008,201910,20210,20502,,003610,N,0.00,0.00,0.00,0020689885,,KG,7,0.026,7.000,00000,,0.300,0.220,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.960,1510950371,M,F091,29.680,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445280,7501465047,1,SE,SE,0000000030,201910,20210,20502,,003620,N,0.00,0.00,0.00,0020689885,,KG,6,0.106,5.960,00000,,0.380,0.490,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.480,1510950371,M,F091,10.080,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445297,7501465047,1,SE,SE,0000000011,201910,20210,20502,,003630,N,0.00,0.00,0.00,0020689885,,KG,5,0.036,5.480,00000,,0.150,0.290,0.820,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,10.000,1510950371,M,F091,10.000,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445303,7501465047,1,SE,SE,0000000010,201910,20210,20502,,003640,N,0.00,0.00,0.00,0020689885,,KG,10,0.001,10.000,00000,,0.100,0.100,0.100,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,10.000,1510950371,M,F091,10.000,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445310,7501465047,1,SE,SE,0000000010,201910,20210,20502,,003650,N,0.00,0.00,0.00,0020689885,,KG,10,0.001,10.000,00000,,0.100,0.100,0.100,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,7.840,1510950371,M,F091,16.520,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445327,7501465047,1,SE,SE,0000000017,201910,20210,20502,,003660,N,0.00,0.00,0.00,0020689885,,KG,8,0.059,7.840,00000,,0.390,0.260,0.580,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,7.280,1510950371,M,F091,12.320,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445334,7501465047,1,SE,SE,0000000013,201910,20210,20502,,003670,N,0.00,0.00,0.00,0020689885,,KG,7,0.044,7.280,00000,,0.330,0.230,0.580,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,12.040,1510950371,M,F091,45.360,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445341,7501465047,1,SE,SE,0000000046,201910,20210,20502,,003680,N,0.00,0.00,0.00,0020689885,,KG,12,0.162,12.040,00000,,0.400,0.710,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.600,1510950371,M,F091,6.720,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222445358,7501465047,1,SE,SE,0000000007,201910,20210,20502,,003690,N,0.00,0.00,0.00,0020689885,,KG,3,0.024,2.600,00000,,0.300,0.260,0.310,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,0.820,1510950371,M,F091,3.080,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222451014,7501465047,1,SE,SE,0000000004,201910,20210,20502,,003700,N,0.00,0.00,0.00,0020689885,,KG,1,0.011,0.820,00000,,0.190,0.210,0.280,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.180,1510950371,M,F091,9.800,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222451038,7501465047,1,SE,SE,0000000010,201910,20210,20502,,003710,N,0.00,0.00,0.00,0020689885,,KG,1,0.035,1.180,00000,,0.310,0.290,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,3.700,1510950371,M,F091,10.360,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222513217,7501465047,1,SE,SE,0000000011,201910,20210,20502,,003720,N,0.00,0.00,0.00,0020689885,,KG,4,0.037,3.700,00000,,0.300,0.320,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,0.100,1510950371,M,F091,0.100,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222525968,7501465047,1,SE,SE,0000000001,201910,10500,20502,,003730,N,0.00,0.00,0.00,0020689885,,KG,0,0.000,0.100,00000,,0.000,0.000,0.000,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,10.000,1510950371,M,F091,10.000,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222529065,7501465047,1,SE,SE,0000000010,201910,20210,20502,,003740,N,0.00,0.00,0.00,0020689885,,KG,10,0.001,10.000,00000,,0.100,0.100,0.100,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,8.440,1510950371,M,F091,16.800,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222449479,7501465047,1,SE,SE,0000000017,201910,20210,20502,,003750,N,0.00,0.00,0.00,0020689885,,KG,8,0.060,8.440,00000,,0.390,0.270,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.540,1510950371,M,F091,11.760,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222449486,7501465047,1,SE,SE,0000000012,201910,20210,20502,,003760,N,0.00,0.00,0.00,0020689885,,KG,6,0.042,5.540,00000,,0.240,0.230,0.760,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.640,1510950371,M,F091,11.760,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222449493,7501465047,1,SE,SE,0000000012,201910,20210,20502,,003770,N,0.00,0.00,0.00,0020689885,,KG,6,0.042,5.640,00000,,0.230,0.240,0.760,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.800,1510950371,M,F091,11.480,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222449509,7501465047,1,SE,SE,0000000012,201910,20210,20502,,003780,N,0.00,0.00,0.00,0020689885,,KG,6,0.041,5.800,00000,,0.230,0.230,0.780,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.520,1510950371,M,F091,11.200,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222449516,7501465047,1,SE,SE,0000000012,201910,20210,20502,,003790,N,0.00,0.00,0.00,0020689885,,KG,6,0.040,5.520,00000,,0.230,0.230,0.750,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,5.800,1510950371,M,F091,5.800,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222449523,7501465047,1,SE,SE,0000000006,201910,10500,20502,,003800,N,0.00,0.00,0.00,0020689885,,KG,6,0.000,5.800,00000,,0.000,0.000,0.000,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,11.200,1510950371,M,F091,16.800,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222450000,7501465047,1,SE,SE,0000000017,201910,20210,20502,,003810,N,0.00,0.00,0.00,0020689885,,KG,11,0.060,11.200,00000,,0.390,0.270,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.720,1510950371,M,F091,13.160,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222450017,7501465047,1,SE,SE,0000000014,201910,20210,20502,,003820,N,0.00,0.00,0.00,0020689885,,KG,3,0.047,2.720,00000,,0.390,0.210,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.420,1510950371,M,F091,10.080,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222450024,7501465047,1,SE,SE,0000000011,201910,20210,20502,,003830,N,0.00,0.00,0.00,0020689885,,KG,1,0.036,1.420,00000,,0.290,0.320,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,11.520,1510950371,M,F091,11.520,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222450031,7501465047,1,SE,SE,0000000012,201910,20210,20502,,003840,N,0.00,0.00,0.00,0020689885,,KG,12,0.024,11.520,00000,,0.260,0.270,0.340,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,3.040,1510950371,M,F091,13.160,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222450048,7501465047,1,SE,SE,0000000014,201910,20210,20502,,003850,N,0.00,0.00,0.00,0020689885,,KG,3,0.047,3.040,00000,,0.390,0.210,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,9.020,1510950371,M,F091,17.360,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222450055,7501465047,1,SE,SE,0000000018,201910,20210,20502,,003860,N,0.00,0.00,0.00,0020689885,,KG,9,0.062,9.020,00000,,0.400,0.270,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,0.840,1510950371,M,F091,3.360,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222450062,7501465047,1,SE,SE,0000000004,201910,20210,20502,,003870,N,0.00,0.00,0.00,0020689885,,KG,1,0.012,0.840,00000,,0.190,0.210,0.290,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.380,1510950371,M,F091,9.800,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222451458,7501465047,1,SE,SE,0000000010,201910,20210,20502,,003880,N,0.00,0.00,0.00,0020689885,,KG,2,0.035,2.380,00000,,0.280,0.320,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.240,1510950371,M,F091,4.200,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442777,7501465047,1,SE,SE,0000000005,201910,20210,20502,,003890,N,0.00,0.00,0.00,0020689885,,KG,1,0.015,1.240,00000,,0.250,0.200,0.300,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,7.580,1510950371,M,F091,7.580,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442784,7501465047,1,SE,SE,0000000008,201910,20210,20502,,003900,N,0.00,0.00,0.00,0020689885,,KG,8,0.026,7.580,00000,,0.290,0.240,0.380,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.040,1510950371,M,F091,2.240,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442791,7501465047,1,SE,SE,0000000003,201910,20210,20502,,003910,N,0.00,0.00,0.00,0020689885,,KG,2,0.008,2.040,00000,,0.200,0.160,0.250,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.160,1510950371,M,F091,3.640,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442807,7501465047,1,SE,SE,0000000004,201910,20210,20502,,003920,N,0.00,0.00,0.00,0020689885,,KG,1,0.013,1.160,00000,,0.260,0.130,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,1.240,1510950371,M,F091,3.640,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442814,7501465047,1,SE,SE,0000000004,201910,20210,20502,,003930,N,0.00,0.00,0.00,0020689885,,KG,1,0.013,1.240,00000,,0.260,0.130,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,4.300,1510950371,M,F091,30.520,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442821,7501465047,1,SE,SE,0000000031,201910,20210,20502,,003940,N,0.00,0.00,0.00,0020689885,,KG,4,0.109,4.300,00000,,0.490,0.390,0.570,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,2.080,1510950371,M,F091,10.080,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222443590,7501465047,1,SE,SE,0000000011,201910,20210,20502,,003950,N,0.00,0.00,0.00,0020689885,,KG,2,0.036,2.080,00000,,0.290,0.320,0.390,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,9.760,1510950371,M,F091,15.120,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442111,7501465047,1,SE,SE,0000000016,201910,20210,20502,,003960,N,0.00,0.00,0.00,0020689885,,KG,10,0.054,9.760,00000,,0.390,0.240,0.580,,
07Dec2019 15:45:00,000000000001001029,,2019-10-02,9.840,1510950371,M,F091,15.120,,201910,,0.00,SEK,0.00,SEK,00000000000000000373500353222442128,7501465047,1,SE,SE,0000000016,201910,20210,20502,,003970,N,0.00,0.00,0.00,0020689885,,KG,10,0.054,9.840,00000,,0.390,0.240,0.580,,